sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
屏東,屏東縣,74,細懸浮微粒,普通,0.9,0.36,51,56.0,54,28,11.4,12.4,0.9,1.4,1,"2024-11-21 18:00",,0.3,25,48,0,120.488033,22.673081,59
小港,高雄市,83,細懸浮微粒,普通,1.7,0.43,35.3,50.4,71,23,26,27.4,1.3,1.9,319,"2024-11-21 18:00",,0.4,28.3,61,2,120.337736,22.565833,58
前鎮,高雄市,92,細懸浮微粒,普通,1.1,0.6,37.1,52.3,87,26,,,,2.7,20,"2024-11-21 18:00",,0.4,32.1,73,1,120.30833356,22.6044507,57
前金,高雄市,83,懸浮微粒,普通,2.5,0.41,,,90,25,20,21.3,1.3,2.6,356,"2024-11-21 18:00",,0.4,26.8,83,1,120.28676111,22.63390278,56
左營,高雄市,79,細懸浮微粒,普通,1.7,0.42,36.9,54.5,95,23,17.1,18.1,1,2.7,357,"2024-11-21 18:00",,0.3,26.7,68,1,120.292917,22.674861,54
楠梓,高雄市,77,細懸浮微粒,普通,2.1,0.32,35.7,52.6,97,21,18.2,19,0.8,2.5,36,"2024-11-21 18:00",,0.3,26.2,62,1,120.328289,22.733667,53
林園,高雄市,100,細懸浮微粒,普通,2.3,0.38,51.3,62.6,77,31,16.5,16.8,0.3,2.4,316,"2024-11-21 18:00",,0.5,35.3,68,3,120.41175,22.4795,52
大寮,高雄市,104,細懸浮微粒,對敏感族群不健康,1.6,0.32,49.1,63.2,38,26,15.2,15.6,0.4,2.1,336,"2024-11-21 18:00",,0.4,36.5,42,2,120.425311,22.56413611,51
鳳山,高雄市,93,細懸浮微粒,普通,1.9,0.67,34.1,53.3,72,24,23.1,26.4,3.2,0.8,139,"2024-11-21 18:00",,0.6,32.6,60,2,120.357422,22.628126,50
仁武,高雄市,85,細懸浮微粒,普通,1.3,0.38,31.7,53.5,75,23,21.4,22.3,0.9,1.8,337,"2024-11-21 18:00",,0.3,29.3,55,1,120.332631,22.689056,49
橋頭,高雄市,77,細懸浮微粒,普通,1.9,0.32,34.2,49.8,113,23,18.6,19,0.3,2.4,9,"2024-11-21 18:00",,0.3,26.2,65,1,120.305689,22.757506,48
美濃,高雄市,57,細懸浮微粒,普通,1.8,0.3,46,48.3,44,21,9,9.8,0.8,0.9,233,"2024-11-21 18:00",,0.2,17.8,39,1,120.530542,22.883583,47
臺南,臺南市,81,懸浮微粒,普通,1.5,0.34,33.8,45.9,183,21,15.6,16.5,0.9,3.5,2,"2024-11-21 18:00",,0.2,16.5,81,1,120.21947897,22.98928311,46
安南,臺南市,91,懸浮微粒,普通,1.5,0.33,33.3,44.9,197,23,14,14.4,0.4,3.1,316,"2024-11-21 18:00",,0.2,18,91,1,120.2175,23.048197,45
善化,臺南市,82,懸浮微粒,普通,1.6,0.26,32.8,43.2,104,17,11.6,12.5,0.8,3.3,351,"2024-11-21 18:00",,0.2,18.4,82,1,120.29740529,23.11337642,44
新營,臺南市,89,懸浮微粒,普通,1.1,0.28,27.4,38.6,87,14,12.3,14.5,2.1,3,14,"2024-11-21 18:00",,0.2,16.8,89,1,120.31725,23.305633,43
嘉義,嘉義市,49,,良好,1.8,0.37,20.6,37.8,59,12,17.9,19.4,1.5,3.6,7,"2024-11-21 18:00",,0.2,15.2,45,2,120.44125148,23.46477865,42
臺西,雲林縣,39,,良好,0.9,0.19,35,42.6,26,8,7.4,7.7,0.2,8.5,18,"2024-11-21 18:00",,0.1,6.2,29,0,120.19933333,23.702175,41
朴子,嘉義縣,89,懸浮微粒,普通,2,0.24,29.3,39.2,61,5,10.7,12,1.2,2,352,"2024-11-21 18:00",,0.2,8.8,89,1,120.2478,23.46538,40
新港,嘉義縣,106,懸浮微粒,對敏感族群不健康,1.6,0.2,31.3,41.3,34,8,9.3,10,0.6,3.3,8,"2024-11-21 18:00",,0.2,15.2,117,1,120.345531,23.554839,39
崙背,雲林縣,121,懸浮微粒,對敏感族群不健康,0.7,0.25,28,35.0,49,9,9.9,10.6,0.7,2.3,1,"2024-11-21 18:00",,0.2,17.4,163,0,120.348742,23.757547,38
斗六,雲林縣,36,,良好,1.6,0.27,25,40.0,26,9,12.7,14.1,1.4,2.4,344,"2024-11-21 18:00",,0.2,11.2,32,1,120.544994,23.711853,37
南投,南投縣,32,,良好,2,0.34,17.8,32.7,21,7,19.1,21.2,2.1,1.9,342,"2024-11-21 18:00",,0.2,7.3,22,1,120.685306,23.913,36
二林,彰化縣,22,,良好,1.2,0.24,,,13,7,9.9,10.7,0.8,5.1,23,"2024-11-21 18:00",,0.2,6.3,22,1,120.409653,23.925175,35
線西,彰化縣,32,,良好,1,0.22,29.1,36.0,15,3,12.5,13.6,1,7.1,32,"2024-11-21 18:00",,0.2,4.7,16,1,120.469061,24.131672,34
彰化,彰化縣,27,,良好,0.8,0.32,22.9,29,13,4,16.3,19.1,2.8,3.1,21,"2024-11-21 18:00",,0.2,5.9,15,0,120.541519,24.066,33
西屯,臺中市,29,,良好,1.2,0.22,27,31.4,12,5,10.9,12.3,1.3,4.9,356,"2024-11-21 18:00",,0.1,5.2,17,1,120.616917,24.162197,32
忠明,臺中市,25,,良好,1.4,0.32,21,27.6,13,5,15.1,17.7,2.6,2.1,306,"2024-11-21 18:00",,0.2,4.9,12,1,120.641092,24.151958,31
大里,臺中市,25,,良好,0.9,0.38,18.1,27.0,11,6,14.4,16.3,1.9,2,18,"2024-11-21 18:00",,0.2,5.8,12,1,120.67844444,24.09961111,30
沙鹿,臺中市,31,,良好,1,0.23,29.9,33.8,11,1,8.5,9.5,1,5.5,51,"2024-11-21 18:00",,0.1,4.6,12,1,120.568794,24.225628,29
豐原,臺中市,7,,良好,,,29.1,,8,2,,,,2,23,"2024-11-21 18:00",,0.2,1.4,7,1,120.74252414,24.25699731,28
三義,苗栗縣,27,,良好,0.9,0.19,30.9,29.3,1,4,5.2,5.9,0.6,5.6,16,"2024-11-21 18:00",,0.1,3.4,3,0,120.75956754,24.38248443,27
苗栗,苗栗縣,28,,良好,1.2,0.27,25.8,30.4,6,3,11.9,13.5,1.6,3.3,2,"2024-11-21 18:00",,0.2,4.9,6,1,120.82011468,24.56499183,26
頭份,苗栗縣,29,,良好,1.2,0.28,26.1,31.7,9,7,13.1,15.1,1.9,2.5,26,"2024-11-21 18:00",,0.2,5,9,1,120.89869286,24.69690679,25
新竹,新竹市,30,,良好,1.2,0.28,28.5,32.6,9,5,11.6,12.6,0.9,3.4,34,"2024-11-21 18:00",,0.2,1.7,6,1,120.97236752,24.8056356,24
竹東,新竹縣,34,,良好,0.7,0.17,38,37.7,1,2,4.3,4.8,0.5,3.4,41,"2024-11-21 18:00",,0.1,2.3,2,0,121.08895493,24.74091408,23
湖口,新竹縣,31,,良好,1.1,0.22,33.4,34.2,6,4,7.6,8.8,1.1,5.4,41,"2024-11-21 18:00",,0.1,3,6,1,121.03886894,24.90009696,22
龍潭,桃園市,29,,良好,0.7,0.22,34.2,31.4,7,3,7.9,9.4,1.4,6.2,60,"2024-11-21 18:00",,0.2,2.7,5,0,121.21645772,24.86400048,21
平鎮,桃園市,32,,良好,1,0.47,22.5,23.9,3,6,19.8,22.3,2.5,3.1,78,"2024-11-21 18:00",,0.2,5.3,6,0,121.203986,24.952786,20
觀音,桃園市,32,,良好,0.5,0.18,34.9,35.8,14,4,7.9,9,1,,,"2024-11-21 18:00",,0.1,3.8,13,0,121.08283092,25.03556747,19
大園,桃園市,29,,良好,1.3,0.24,30,31.0,7,7,15,16.4,1.4,,,"2024-11-21 18:00",,0.2,5,10,1,121.20251473,25.06100357,18
桃園,桃園市,30,,良好,1.1,0.45,23.7,25.5,9,2,18.4,20.7,2.3,2.7,64,"2024-11-21 18:00",,0.3,4,7,0,121.30500531,24.9947107,17
大同,臺北市,55,二氧化氮,普通,0.9,1.58,5.7,9.7,9,7,36,91.3,55.2,-,-,"2024-11-21 18:00",,0.9,7.7,12,0,121.51342074,25.06331455,16
松山,臺北市,35,,良好,0.7,0.29,21.9,23.2,13,3,21,24.8,3.7,1.4,26,"2024-11-21 18:00",,0.2,4.2,11,0,121.578611,25.05,15
古亭,臺北市,24,,良好,0.6,0.29,28.1,26.9,11,2,14.3,16.2,1.9,1.8,56,"2024-11-21 18:00",,0.2,3.8,7,,121.529556,25.020608,14
萬華,臺北市,37,,良好,0.8,0.37,20.4,23.5,9,5,22.9,25.5,2.5,1.9,97,"2024-11-21 18:00",,0.2,4,6,0,121.507972,25.046503,13
中山,臺北市,35,,良好,0.7,0.43,21.3,22.5,4,3,21.2,25.2,3.9,2.8,82,"2024-11-21 18:00",,0.3,3.3,8,0,121.526528,25.062361,12
士林,臺北市,27,,良好,0.5,0.25,34.6,29.6,5,4,9.3,10,0.6,,,"2024-11-21 18:00",,0.2,3.3,5,0,121.51666356,25.10334003,11
淡水,新北市,33,,良好,0.9,0.24,34,36.2,6,1,5.9,7,1,1.1,30,"2024-11-21 18:00",,0.2,2.6,5,0,121.449239,25.1645,10
林口,新北市,25,,良好,0.5,0.27,24.5,26.9,4,2,15.7,19.3,3.5,1.5,45,"2024-11-21 18:00",,0.2,2.2,4,0,121.36548982,25.07798949,9
菜寮,新北市,28,,良好,0.4,0.46,27,25.7,5,4,17.2,18.7,1.4,3.1,112,"2024-11-21 18:00",,0.3,3.8,4,0,121.481028,25.06895,8
新莊,新北市,27,,良好,0.5,0.35,27.3,25.4,14,5,16.4,17.2,0.8,3.6,94,"2024-11-21 18:00",,0.2,5.6,14,0,121.4325,25.037972,7
板橋,新北市,32,,良好,0.5,0.39,26.8,26.9,5,3,19.5,21.6,2,,,"2024-11-21 18:00",,0.3,2,4,0,121.458667,25.012972,6
土城,新北市,29,,良好,1.4,0.33,31.7,31.8,11,2,13.3,13.9,0.6,,,"2024-11-21 18:00",,0.2,1.8,10,1,121.451861,24.982528,5
新店,新北市,26,,良好,0.5,0.31,28.4,28.5,4,6,12.5,13.5,0.9,0.3,38,"2024-11-21 18:00",,0.2,7.7,6,0,121.537778,24.977222,4
萬里,新北市,41,,良好,0.7,0.19,45.4,44.9,22,1,3.4,4,0.6,7,61,"2024-11-21 18:00",,0.1,4.2,23,0,121.689881,25.179667,3
汐止,新北市,29,,良好,2.2,0.25,30.5,31.7,6,9,13.1,14.7,1.5,1.2,56,"2024-11-21 18:00",,0.1,6,3,0,121.64081,25.06624,2
基隆,基隆市,37,,良好,0.8,0.23,40.5,40.7,15,3,4.7,5.5,0.8,1.5,85,"2024-11-21 18:00",,0.1,1.8,6,0,121.760056,25.129167,1
屏東(枋山),屏東縣,84,臭氧八小時,普通,0.2,0.14,39.8,65.9,22,5,4.3,4.7,0.3,1.7,93,"2024-11-21 18:00",,0.3,24.9,51,0,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,34,,良好,0.1,0.15,36.4,37.8,6,5,7.7,7.8,0.1,1.4,56,"2024-11-21 18:00",,0.1,2.3,5,0,121.82463916,24.85366672,312
新北(樹林),新北市,35,,良好,0.7,0.4,21.5,21.7,7,2,21.8,30.2,8.4,0,170,"2024-11-21 18:00",,0.2,2.8,8,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,78,細懸浮微粒,普通,0.5,0.28,49.9,56.3,80,16,9.4,10,0.6,1.9,317,"2024-11-21 18:00",,0.4,26.6,64,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,89,懸浮微粒,普通,0.8,0.27,29.1,38.1,126,19,13,14.8,1.7,3,8,"2024-11-21 18:00",,0.2,14.4,89,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,65,懸浮微粒,普通,1.7,0.32,28.7,43.7,123,16,18.2,19.4,1.2,1.3,312,"2024-11-21 18:00",,0.2,16.9,65,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,29,,良好,1.5,0.34,22.6,31.4,16,1,14.7,16.6,1.9,1.4,341,"2024-11-21 18:00",,0.2,3.3,18,1,120.56373,23.96117,201
大城,彰化縣,42,,良好,1.2,0.15,36.8,45,13,8,5.4,7.4,2,8.1,44,"2024-11-21 18:00",,0.1,7.5,17,0,120.26964167,23.85493056,85
富貴角,新北市,42,,良好,0,0.15,45.4,45.5,27,5,1.5,1.4,0,10.5,42,"2024-11-21 18:00",,0.1,4.7,25,0,121.53656894,25.29681695,84
麥寮,雲林縣,45,,良好,2.1,0.22,32.7,41.6,31,10,10.9,12.2,1.3,7.1,1,"2024-11-21 18:00",,0.1,11.5,45,2,120.251825,23.753506,83
關山,臺東縣,35,,良好,0.9,0.17,37.5,38.6,17,6,3.8,4.5,0.6,3.3,37,"2024-11-21 18:00",,0.1,2.4,17,0,121.161933,23.045083,80
馬公,澎湖縣,37,,良好,1.7,0.21,40.5,40.5,16,5,3.5,4.7,1.1,7.2,31,"2024-11-21 18:00",,0.1,4.7,15,1,119.566158,23.569031,78
金門,金門縣,26,,良好,1.2,0.29,31.7,28.7,9,5,10.2,10.7,0.5,2.2,53,"2024-11-21 18:00",,0.2,6.2,11,1,118.312256,24.432133,77
馬祖,連江縣,46,,良好,0.8,0.25,37.1,33.0,20,15,6.2,6.8,0.5,2.8,330,"2024-11-21 18:00",,0.2,14.3,20,0,119.952724,26.153736,75
埔里,南投縣,47,,良好,1.2,0.33,33.2,36.5,21,15,11.2,12.1,0.9,0.3,304,"2024-11-21 18:00",,0.2,14.5,19,1,120.967903,23.968842,72
復興,高雄市,98,細懸浮微粒,普通,1.1,0.73,32.2,51.7,76,26,28.5,31.3,2.8,1.4,86,"2024-11-21 18:00",,0.5,34.7,65,1,120.312017,22.608711,71
永和,新北市,26,,良好,1.4,0.38,29.4,28.4,9,5,13.4,16.2,2.7,1.8,82,"2024-11-21 18:00",,0.3,2.9,7,0,121.516306,25.017,70
竹山,南投縣,39,,良好,1,0.28,19.4,36.7,29,12,18.2,18.8,0.5,2.1,4,"2024-11-21 18:00",,0.2,12.1,24,1,120.677306,23.756389,69
中壢,桃園市,48,,良好,1.4,1.05,11.6,15.1,12,7,29.4,57.5,28.1,0.9,299,"2024-11-21 18:00",,0.5,8,13,0,121.221667,24.953278,68
三重,新北市,52,二氧化氮,普通,0.5,1.07,8.4,7.7,10,10,33.2,77.6,44.4,-,-,"2024-11-21 18:00",,0.9,6.5,10,0,121.493806,25.072611,67
冬山,宜蘭縣,31,,良好,1.2,0.25,31.2,33.2,4,3,12.7,14.8,2.1,0.2,291,"2024-11-21 18:00",,0.1,2.1,3,0,121.792928,24.632203,66
宜蘭,宜蘭縣,32,,良好,0.5,0.32,32.7,35.1,8,2,8.7,10,1.3,0.8,42,"2024-11-21 18:00",,0.2,2.1,4,0,121.746394,24.747917,65
陽明,臺北市,39,,良好,0.7,0.19,42.1,42.1,5,0,1.2,1.4,0.2,,,"2024-11-21 18:00",,0.1,0.1,3,0,121.529583,25.182722,64
花蓮,花蓮縣,37,,良好,1.8,0.25,38.5,40.0,,10,4.6,5.2,0.5,2.9,78,"2024-11-21 18:00",,0.2,6.2,14,1,121.599769,23.971306,63
臺東,臺東縣,39,,良好,1.4,0.2,40.9,42.2,23,5,3.4,4.3,0.8,2.9,340,"2024-11-21 18:00",,0.1,3.9,22,1,121.15045,22.755358,62
恆春,屏東縣,41,,良好,,,44.2,44.6,13,5,,,,11.4,34,"2024-11-21 18:00",,0.1,4.8,10,0,120.788928,21.958069,61
潮州,屏東縣,161,臭氧八小時,對所有族群不健康,2.7,0.49,65.9,91.0,87,47,10,10.5,0.5,1.9,76,"2024-11-21 18:00",,0.5,54.1,74,1,120.561175,22.523108,60
屏東,屏東縣,74,細懸浮微粒,普通,0.9,0.36,51,56.0,54,28,11.4,12.4,0.9,1.4,1,"2024-11-21 18:00",,0.3,25,48,0,120.488033,22.673081,59
小港,高雄市,83,細懸浮微粒,普通,1.7,0.43,35.3,50.4,71,23,26,27.4,1.3,1.9,319,"2024-11-21 18:00",,0.4,28.3,61,2,120.337736,22.565833,58
前鎮,高雄市,92,細懸浮微粒,普通,1.1,0.6,37.1,52.3,87,26,,,,2.7,20,"2024-11-21 18:00",,0.4,32.1,73,1,120.30833356,22.6044507,57
前金,高雄市,83,懸浮微粒,普通,2.5,0.41,,,90,25,20,21.3,1.3,2.6,356,"2024-11-21 18:00",,0.4,26.8,83,1,120.28676111,22.63390278,56
左營,高雄市,79,細懸浮微粒,普通,1.7,0.42,36.9,54.5,95,23,17.1,18.1,1,2.7,357,"2024-11-21 18:00",,0.3,26.7,68,1,120.292917,22.674861,54
楠梓,高雄市,77,細懸浮微粒,普通,2.1,0.32,35.7,52.6,97,21,18.2,19,0.8,2.5,36,"2024-11-21 18:00",,0.3,26.2,62,1,120.328289,22.733667,53
林園,高雄市,100,細懸浮微粒,普通,2.3,0.38,51.3,62.6,77,31,16.5,16.8,0.3,2.4,316,"2024-11-21 18:00",,0.5,35.3,68,3,120.41175,22.4795,52
大寮,高雄市,104,細懸浮微粒,對敏感族群不健康,1.6,0.32,49.1,63.2,38,26,15.2,15.6,0.4,2.1,336,"2024-11-21 18:00",,0.4,36.5,42,2,120.425311,22.56413611,51
鳳山,高雄市,93,細懸浮微粒,普通,1.9,0.67,34.1,53.3,72,24,23.1,26.4,3.2,0.8,139,"2024-11-21 18:00",,0.6,32.6,60,2,120.357422,22.628126,50
仁武,高雄市,85,細懸浮微粒,普通,1.3,0.38,31.7,53.5,75,23,21.4,22.3,0.9,1.8,337,"2024-11-21 18:00",,0.3,29.3,55,1,120.332631,22.689056,49
橋頭,高雄市,77,細懸浮微粒,普通,1.9,0.32,34.2,49.8,113,23,18.6,19,0.3,2.4,9,"2024-11-21 18:00",,0.3,26.2,65,1,120.305689,22.757506,48
美濃,高雄市,57,細懸浮微粒,普通,1.8,0.3,46,48.3,44,21,9,9.8,0.8,0.9,233,"2024-11-21 18:00",,0.2,17.8,39,1,120.530542,22.883583,47
臺南,臺南市,81,懸浮微粒,普通,1.5,0.34,33.8,45.9,183,21,15.6,16.5,0.9,3.5,2,"2024-11-21 18:00",,0.2,16.5,81,1,120.21947897,22.98928311,46
安南,臺南市,91,懸浮微粒,普通,1.5,0.33,33.3,44.9,197,23,14,14.4,0.4,3.1,316,"2024-11-21 18:00",,0.2,18,91,1,120.2175,23.048197,45
善化,臺南市,82,懸浮微粒,普通,1.6,0.26,32.8,43.2,104,17,11.6,12.5,0.8,3.3,351,"2024-11-21 18:00",,0.2,18.4,82,1,120.29740529,23.11337642,44
新營,臺南市,89,懸浮微粒,普通,1.1,0.28,27.4,38.6,87,14,12.3,14.5,2.1,3,14,"2024-11-21 18:00",,0.2,16.8,89,1,120.31725,23.305633,43
嘉義,嘉義市,49,,良好,1.8,0.37,20.6,37.8,59,12,17.9,19.4,1.5,3.6,7,"2024-11-21 18:00",,0.2,15.2,45,2,120.44125148,23.46477865,42
臺西,雲林縣,39,,良好,0.9,0.19,35,42.6,26,8,7.4,7.7,0.2,8.5,18,"2024-11-21 18:00",,0.1,6.2,29,0,120.19933333,23.702175,41
朴子,嘉義縣,89,懸浮微粒,普通,2,0.24,29.3,39.2,61,5,10.7,12,1.2,2,352,"2024-11-21 18:00",,0.2,8.8,89,1,120.2478,23.46538,40
新港,嘉義縣,106,懸浮微粒,對敏感族群不健康,1.6,0.2,31.3,41.3,34,8,9.3,10,0.6,3.3,8,"2024-11-21 18:00",,0.2,15.2,117,1,120.345531,23.554839,39
崙背,雲林縣,121,懸浮微粒,對敏感族群不健康,0.7,0.25,28,35.0,49,9,9.9,10.6,0.7,2.3,1,"2024-11-21 18:00",,0.2,17.4,163,0,120.348742,23.757547,38
斗六,雲林縣,36,,良好,1.6,0.27,25,40.0,26,9,12.7,14.1,1.4,2.4,344,"2024-11-21 18:00",,0.2,11.2,32,1,120.544994,23.711853,37
南投,南投縣,32,,良好,2,0.34,17.8,32.7,21,7,19.1,21.2,2.1,1.9,342,"2024-11-21 18:00",,0.2,7.3,22,1,120.685306,23.913,36
二林,彰化縣,22,,良好,1.2,0.24,,,13,7,9.9,10.7,0.8,5.1,23,"2024-11-21 18:00",,0.2,6.3,22,1,120.409653,23.925175,35
線西,彰化縣,32,,良好,1,0.22,29.1,36.0,15,3,12.5,13.6,1,7.1,32,"2024-11-21 18:00",,0.2,4.7,16,1,120.469061,24.131672,34
彰化,彰化縣,27,,良好,0.8,0.32,22.9,29,13,4,16.3,19.1,2.8,3.1,21,"2024-11-21 18:00",,0.2,5.9,15,0,120.541519,24.066,33
西屯,臺中市,29,,良好,1.2,0.22,27,31.4,12,5,10.9,12.3,1.3,4.9,356,"2024-11-21 18:00",,0.1,5.2,17,1,120.616917,24.162197,32
忠明,臺中市,25,,良好,1.4,0.32,21,27.6,13,5,15.1,17.7,2.6,2.1,306,"2024-11-21 18:00",,0.2,4.9,12,1,120.641092,24.151958,31
大里,臺中市,25,,良好,0.9,0.38,18.1,27.0,11,6,14.4,16.3,1.9,2,18,"2024-11-21 18:00",,0.2,5.8,12,1,120.67844444,24.09961111,30
沙鹿,臺中市,31,,良好,1,0.23,29.9,33.8,11,1,8.5,9.5,1,5.5,51,"2024-11-21 18:00",,0.1,4.6,12,1,120.568794,24.225628,29
豐原,臺中市,7,,良好,,,29.1,,8,2,,,,2,23,"2024-11-21 18:00",,0.2,1.4,7,1,120.74252414,24.25699731,28
三義,苗栗縣,27,,良好,0.9,0.19,30.9,29.3,1,4,5.2,5.9,0.6,5.6,16,"2024-11-21 18:00",,0.1,3.4,3,0,120.75956754,24.38248443,27
苗栗,苗栗縣,28,,良好,1.2,0.27,25.8,30.4,6,3,11.9,13.5,1.6,3.3,2,"2024-11-21 18:00",,0.2,4.9,6,1,120.82011468,24.56499183,26
頭份,苗栗縣,29,,良好,1.2,0.28,26.1,31.7,9,7,13.1,15.1,1.9,2.5,26,"2024-11-21 18:00",,0.2,5,9,1,120.89869286,24.69690679,25
新竹,新竹市,30,,良好,1.2,0.28,28.5,32.6,9,5,11.6,12.6,0.9,3.4,34,"2024-11-21 18:00",,0.2,1.7,6,1,120.97236752,24.8056356,24
竹東,新竹縣,34,,良好,0.7,0.17,38,37.7,1,2,4.3,4.8,0.5,3.4,41,"2024-11-21 18:00",,0.1,2.3,2,0,121.08895493,24.74091408,23
湖口,新竹縣,31,,良好,1.1,0.22,33.4,34.2,6,4,7.6,8.8,1.1,5.4,41,"2024-11-21 18:00",,0.1,3,6,1,121.03886894,24.90009696,22
龍潭,桃園市,29,,良好,0.7,0.22,34.2,31.4,7,3,7.9,9.4,1.4,6.2,60,"2024-11-21 18:00",,0.2,2.7,5,0,121.21645772,24.86400048,21
平鎮,桃園市,32,,良好,1,0.47,22.5,23.9,3,6,19.8,22.3,2.5,3.1,78,"2024-11-21 18:00",,0.2,5.3,6,0,121.203986,24.952786,20
觀音,桃園市,32,,良好,0.5,0.18,34.9,35.8,14,4,7.9,9,1,,,"2024-11-21 18:00",,0.1,3.8,13,0,121.08283092,25.03556747,19
大園,桃園市,29,,良好,1.3,0.24,30,31.0,7,7,15,16.4,1.4,,,"2024-11-21 18:00",,0.2,5,10,1,121.20251473,25.06100357,18
桃園,桃園市,30,,良好,1.1,0.45,23.7,25.5,9,2,18.4,20.7,2.3,2.7,64,"2024-11-21 18:00",,0.3,4,7,0,121.30500531,24.9947107,17
大同,臺北市,55,二氧化氮,普通,0.9,1.58,5.7,9.7,9,7,36,91.3,55.2,-,-,"2024-11-21 18:00",,0.9,7.7,12,0,121.51342074,25.06331455,16
松山,臺北市,35,,良好,0.7,0.29,21.9,23.2,13,3,21,24.8,3.7,1.4,26,"2024-11-21 18:00",,0.2,4.2,11,0,121.578611,25.05,15
古亭,臺北市,24,,良好,0.6,0.29,28.1,26.9,11,2,14.3,16.2,1.9,1.8,56,"2024-11-21 18:00",,0.2,3.8,7,,121.529556,25.020608,14
萬華,臺北市,37,,良好,0.8,0.37,20.4,23.5,9,5,22.9,25.5,2.5,1.9,97,"2024-11-21 18:00",,0.2,4,6,0,121.507972,25.046503,13
中山,臺北市,35,,良好,0.7,0.43,21.3,22.5,4,3,21.2,25.2,3.9,2.8,82,"2024-11-21 18:00",,0.3,3.3,8,0,121.526528,25.062361,12
士林,臺北市,27,,良好,0.5,0.25,34.6,29.6,5,4,9.3,10,0.6,,,"2024-11-21 18:00",,0.2,3.3,5,0,121.51666356,25.10334003,11
淡水,新北市,33,,良好,0.9,0.24,34,36.2,6,1,5.9,7,1,,,"2024-11-21 18:00",,0.2,2.6,5,0,121.449239,25.1645,10
林口,新北市,25,,良好,0.5,0.27,24.5,26.9,4,2,15.7,19.3,3.5,1.5,45,"2024-11-21 18:00",,0.2,2.2,4,0,121.36548982,25.07798949,9
菜寮,新北市,28,,良好,0.4,0.46,27,25.7,5,4,17.2,18.7,1.4,3.1,112,"2024-11-21 18:00",,0.3,3.8,4,0,121.481028,25.06895,8
新莊,新北市,27,,良好,0.5,0.35,27.3,25.4,14,5,16.4,17.2,0.8,3.6,94,"2024-11-21 18:00",,0.2,5.6,14,0,121.4325,25.037972,7
板橋,新北市,32,,良好,0.5,0.39,26.8,26.9,5,3,19.5,21.6,2,,,"2024-11-21 18:00",,0.3,2,4,0,121.458667,25.012972,6
土城,新北市,29,,良好,1.4,0.33,31.7,31.8,11,2,13.3,13.9,0.6,,,"2024-11-21 18:00",,0.2,1.8,10,1,121.451861,24.982528,5
新店,新北市,26,,良好,0.5,0.31,28.4,28.5,4,6,12.5,13.5,0.9,0.3,38,"2024-11-21 18:00",,0.2,7.7,6,0,121.537778,24.977222,4
萬里,新北市,41,,良好,0.7,0.19,45.4,44.9,22,1,3.4,4,0.6,7,61,"2024-11-21 18:00",,0.1,4.2,23,0,121.689881,25.179667,3
汐止,新北市,29,,良好,2.2,0.25,30.5,31.7,6,9,13.1,14.7,1.5,1.2,56,"2024-11-21 18:00",,0.1,6,3,0,121.64081,25.06624,2
基隆,基隆市,37,,良好,0.8,0.23,40.5,40.7,15,3,4.7,5.5,0.8,1.5,85,"2024-11-21 18:00",,0.1,1.8,6,0,121.760056,25.129167,1
屏東(枋山),屏東縣,87,臭氧八小時,普通,1.5,0.34,79.8,66.8,66,38,10.8,11.1,0.3,1.9,95,"2024-11-21 17:00",,0.3,28.3,55,0,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,35,,良好,0,0.18,36.4,38.1,9,4,6.9,8.7,1.8,1.4,51,"2024-11-21 17:00",,0.1,1.5,5,0,121.82463916,24.85366672,312
新北(樹林),新北市,33,,良好,0.5,0.31,22.3,21.8,7,3,20.8,27.8,7,0,155,"2024-11-21 17:00",,0.2,2.8,7,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,86,細懸浮微粒,普通,0.7,0.23,56.8,52.8,61,19,6.6,7.1,0.4,3.7,319,"2024-11-21 17:00",,0.4,29.8,62,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,83,懸浮微粒,普通,1.1,0.27,35.9,37.1,167,19,10.6,12.2,1.6,2.9,1,"2024-11-21 17:00",,0.2,14.2,83,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,56,細懸浮微粒,普通,1.5,0.25,40.6,41.9,77,14,11.2,12.5,1.3,1.5,10,"2024-11-21 17:00",,0.2,17.5,51,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,30,,良好,1.4,0.29,26.8,32.0,21,1,11.6,13.8,2.1,1.3,341,"2024-11-21 17:00",,0.2,3.7,18,1,120.56373,23.96117,201
大城,彰化縣,42,,良好,1.4,0.15,39.2,45.8,18,11,3.6,6.4,2.8,8.2,46,"2024-11-21 17:00",,0.1,7.3,17,0,120.26964167,23.85493056,85
